name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Kevin,1977-06-30,Mark,1981-01-01,Luke,1978-10-09,Kevin was born on the day the Second World Constituent Assembly established a Provisional World Government. Mark was born on the day Greece joined the European Communities. Luke was born on the day the Uganda-Tanzania War began. The oldest is,1977-06-30,Kevin
Emily,1980-07-30,Charlie,1986-01-28,Leon,1983-09-01,Emily was born on the day Vanuatu gained independence. Charlie was born on the day the Space Shuttle Challenger broke apart. Leon was born on the day Korean Air Lines Flight 007 was shot down. The oldest is,1980-07-30,Emily
Joy,1973-12-03,Mark,1988-08-20,Luke,1978-12-25,Joy was born on the day Pioneer 10 sent back its first close-up images of Jupiter. Mark was born on the day the Iran–Iraq War ended. Luke was born on the day the Cambodian-Vietnamese War began. The oldest is,1973-12-03,Joy
Andrew,1977-09-05,Kyle,1982-12-07,Martin,1978-12-25,Andrew was born on the day German Autumn began with the abduction of Hanns Martin Schleyer. Kyle was born on the day the first execution by lethal injection took place. Martin was born on the day the Cambodian-Vietnamese War began. The oldest is,1977-09-05,Andrew
Dean,1975-04-04,Marco,1974-09-12,Mark,1981-01-01,Dean was born on the day Microsoft was founded. Marco was born on the day Emperor Haile Selassie I was overthrown. Mark was born on the day Greece joined the European Communities. The oldest is,1974-09-12,Marco
Andrew,1977-07-13,Hope,1978-12-29,Aaron,1987-12-20,Andrew was born on the day Somalia declared war on Ethiopia. Hope was born on the day the new Spanish constitution took effect. Aaron was born on the day the MV Doña Paz sank. The oldest is,1977-07-13,Andrew
Mark,1984-10-31,Bob,1978-10-01,Marco,1980-07-01,Mark was born on the day Indira Gandhi was assassinated. Bob was born on the day Tuvalu gained independence from Britain. Marco was born on the day O Canada became the national anthem of Canada. The oldest is,1978-10-01,Bob
Rose,1980-09-22,Jason,1977-05-25,Richard,1970-10-05,Rose was born on the day the Iran–Iraq War began. Jason was born on the day Star Wars was released. Richard was born on the day PBS began broadcasting. The oldest is,1970-10-05,Richard
Emily,1980-07-30,Aaron,1989-11-09,Josh,1977-06-16,Emily was born on the day Vanuatu gained independence. Aaron was born on the day the Berlin Wall fell. Josh was born on the day the Second World Constituent Assembly took place. The oldest is,1977-06-16,Josh
Fred,1986-04-15,Blake,1989-11-09,Joy,1980-08-31,Fred was born on the day U.S. planes bombed Libya. Blake was born on the day the Berlin Wall fell. Joy was born on the day Solidarity union formed at Poland's Gdańsk Shipyard. The oldest is,1980-08-31,Joy
Jason,1971-07-17,Max,1987-12-20,Ryan,1986-02-28,Jason was born on the day Black September ended. Max was born on the day the MV Doña Paz sank. Ryan was born on the day Olof Palme was assassinated. The oldest is,1971-07-17,Jason
Alex,1983-09-17,Mark,1988-08-20,Neil,1972-01-30,Alex was born on the day Vanessa Lynn Williams became the first African-American Miss America. Mark was born on the day the Iran–Iraq War ended. Neil was born on the day of Bloody Sunday in Northern Ireland. The oldest is,1972-01-30,Neil
Richard,1970-10-05,Marco,1978-12-18,Aaron,1979-02-11,Richard was born on the day PBS began broadcasting. Marco was born on the day Deng Xiaoping commenced the Chinese economic reform. Aaron was born on the day the Iranian Revolution ended. The oldest is,1970-10-05,Richard
Marco,1989-01-20,Luke,1985-03-11,Neil,1972-01-30,Marco was born on the day George H. W. Bush was inaugurated. Luke was born on the day Mikhail Gorbachev became the General Secretary of the Communist Party of the Soviet Union. Neil was born on the day of Bloody Sunday in Northern Ireland. The oldest is,1972-01-30,Neil
Ian,1974-11-24,Jason,1975-11-20,Aaron,1987-12-20,Ian was born on the day Lucy was discovered. Jason was born on the day Francisco Franco died. Aaron was born on the day the MV Doña Paz sank. The oldest is,1974-11-24,Ian
Robert,1989-12-24,Mark,1988-01-13,Andrew,1977-09-05,Robert was born on the day The First Liberian Civil War began. Mark was born on the day Lee Teng-hui took control of Taiwan. Andrew was born on the day German Autumn began with the abduction of Hanns Martin Schleyer. The oldest is,1977-09-05,Andrew
Laura,1980-09-22,Steve,1979-06-03,Emily,1984-12-19,Laura was born on the day the Iran–Iraq War began. Steve was born on the day the Uganda-Tanzania War ended. Emily was born on the day of the Sino-British Joint Declaration. The oldest is,1979-06-03,Steve
Kyle,1973-03-01,Marco,1989-01-20,Richard,1981-08-12,Kyle was born on the day Pink Floyd's album The Dark Side of the Moon was released. Marco was born on the day George H. W. Bush was inaugurated. Richard was born on the day the IBM Personal Computer was released. The oldest is,1973-03-01,Kyle
Rose,1972-03-27,Steve,1970-03-05,Andrew,1978-03-14,Rose was born on the day The First Sudanese Civil War ended. Steve was born on the day the Treaty on the Non-Proliferation of Nuclear Weapons was ratified. Andrew was born on the year the 1978 South Lebanon conflict started. The oldest is,1970-03-05,Steve
Mark,1970-04-11,Emily,1980-12-08,Ryan,1978-11-18,Mark was born on the day Apollo 13 was launched. Emily was born on the day John Lennon was murdered. Ryan was born on the day the Peoples Temple ended in a tragic event. The oldest is,1970-04-11,Mark
Emily,1980-12-08,Kevin,1977-07-13,Peter,1973-01-22,Emily was born on the day John Lennon was murdered. Kevin was born on the day Somalia declared war on Ethiopia. Peter was born on the day the Supreme Court decided Roe v. Wade. The oldest is,1973-01-22,Peter
Blake,1989-11-09,Brandon,1989-02-15,Aaron,1979-02-11,Blake was born on the day the Berlin Wall fell. Brandon was born on the end of the Soviet war in Afghanistan. Aaron was born on the day the Iranian Revolution ended. The oldest is,1979-02-11,Aaron
Neil,1977-10-26,Leon,1982-12-07,Grant,1983-01-01,Neil was born on the day the last wild case of smallpox was eradicated. Leon was born on the day the first execution by lethal injection took place. Grant was born on the day Brunei gained independence. The oldest is,1977-10-26,Neil
Robert,1981-04-12,Aaron,1989-11-09,Jack,1983-01-01,Robert was born on the day the first orbital flight of the Space Shuttle took place. Aaron was born on the day the Berlin Wall fell. Jack was born on the day Brunei gained independence. The oldest is,1981-04-12,Robert
Dallas,1983-12-10,Luke,1985-09-01,Leon,1983-09-01,Dallas was born on the day the dictatorship ended in Argentina. Luke was born on the day the wreckage of the Titanic was found. Leon was born on the day Korean Air Lines Flight 007 was shot down. The oldest is,1983-09-01,Leon
Richard,1970-10-05,Walker,1980-12-08,Aaron,1975-08-01,Richard was born on the day PBS began broadcasting. Walker was born on the day John Lennon was murdered. Aaron was born on the day the Helsinki Accords were signed. The oldest is,1970-10-05,Richard
Robert,1987-12-20,Marco,1986-11-03,Kevin,1977-07-13,Robert was born on the day the MV Doña Paz sank. Marco was born on the day the Iran-Contra affair was publicly announced. Kevin was born on the day Somalia declared war on Ethiopia. The oldest is,1977-07-13,Kevin
Jerry,1972-01-30,Andrew,1989-01-07,Martin,1980-04-18,Jerry was born on the day of Bloody Sunday in Northern Ireland. Andrew was born on the day Hirohito died and Akihito became Emperor. Martin was born on the day Rhodesia gained independence. The oldest is,1972-01-30,Jerry
Josh,1979-06-11,Marco,1978-11-18,Andrew,1988-08-20,Josh was born on the day John Wayne died. Marco was born on the day the Peoples Temple ended in a tragic event. Andrew was born on the day the Iran–Iraq War ended. The oldest is,1978-11-18,Marco
Ryan,1989-02-15,Kyle,1980-12-08,Jerry,1972-01-30,Ryan was born on the end of the Soviet war in Afghanistan. Kyle was born on the day John Lennon was murdered. Jerry was born on the day of Bloody Sunday in Northern Ireland. The oldest is,1972-01-30,Jerry
Luke,1978-12-25,Jack,1981-04-12,Aaron,1979-02-11,Luke was born on the day the Cambodian-Vietnamese War began. Jack was born on the day the first orbital flight of the Space Shuttle took place. Aaron was born on the day the Iranian Revolution ended. The oldest is,1978-12-25,Luke
Mark,1975-04-04,Scott,1984-10-31,Ian,1971-11-15,Mark was born on the day Microsoft was founded. Scott was born on the day Indira Gandhi was assassinated. Ian was born on the day Intel released the Intel 4004 microprocessor. The oldest is,1971-11-15,Ian
Leon,1973-12-03,Andrew,1987-10-19,Aaron,1983-09-01,Leon was born on the day Pioneer 10 sent back its first close-up images of Jupiter. Andrew was born on the Stock market crash day. Aaron was born on the day Korean Air Lines Flight 007 was shot down. The oldest is,1973-12-03,Leon
Blake,1982-10-01,Laura,1985-11-13,Maria,1988-11-15,Blake was born on the day the Sony CDP-101 CD player was released. Laura was born on the day the Armero tragedy occurred. Maria was born on the day the independent State of Palestine was proclaimed. The oldest is,1982-10-01,Blake
Martin,1978-12-25,Andrew,1977-07-13,Henry,1980-04-18,Martin was born on the day the Cambodian-Vietnamese War began. Andrew was born on the day Somalia declared war on Ethiopia. Henry was born on the day Rhodesia gained independence. The oldest is,1977-07-13,Andrew
Andrew,1987-10-19,Brandon,1986-11-03,Ian,1980-12-08,Andrew was born on the Stock market crash day. Brandon was born on the day the Iran-Contra affair was publicly announced. Ian was born on the day John Lennon was murdered. The oldest is,1980-12-08,Ian
Rose,1985-09-01,Peter,1973-01-22,Rachel,1977-06-30,Rose was born on the day the wreckage of the Titanic was found. Peter was born on the day the Supreme Court decided Roe v. Wade. Rachel was born on the day the Second World Constituent Assembly established a Provisional World Government. The oldest is,1973-01-22,Peter
Ian,1971-11-15,Rose,1978-06-22,Grant,1983-01-01,"Ian was born on the day Intel released the Intel 4004 microprocessor. Rose was born on the day Charon, Pluto's moon, was discovered. Grant was born on the day Brunei gained independence. The oldest is",1971-11-15,Ian
Neil,1970-10-05,Charlie,1986-01-28,Dallas,1983-12-10,Neil was born on the day PBS began broadcasting. Charlie was born on the day the Space Shuttle Challenger broke apart. Dallas was born on the day the dictatorship ended in Argentina. The oldest is,1970-10-05,Neil
Joy,1985-03-11,Ryan,1977-10-19,John,1982-09-18,Joy was born on the day Mikhail Gorbachev became the General Secretary of the Communist Party of the Soviet Union. Ryan was born on the day the crisis with the Baader-Meinhoff Group ended. John was born on the day the Sabra and Shatila massacre occurred. The oldest is,1977-10-19,Ryan
Ian,1978-12-18,Martin,1980-04-18,Ryan,1980-06-01,Ian was born on the day Deng Xiaoping commenced the Chinese economic reform. Martin was born on the day Rhodesia gained independence. Ryan was born on the day CNN was launched. The oldest is,1978-12-18,Ian
Peter,1973-01-22,Mark,1981-01-01,Dean,1983-12-10,Peter was born on the day the Supreme Court decided Roe v. Wade. Mark was born on the day Greece joined the European Communities. Dean was born on the day the dictatorship ended in Argentina. The oldest is,1973-01-22,Peter
Andrew,1988-08-20,Neil,1978-06-22,Luke,1985-09-01,"Andrew was born on the day the Iran–Iraq War ended. Neil was born on the day Charon, Pluto's moon, was discovered. Luke was born on the day the wreckage of the Titanic was found. The oldest is",1978-06-22,Neil
Rose,1985-09-01,Walker,1994-04-06,Neil,1994-07-01,Rose was born on the day the wreckage of the Titanic was found. Walker was born on the day the assassination of Juvénal Habyarimana triggered the Rwandan genocide. Neil was born on the day Plano Real introduced the new real currency in Brazil. The oldest is,1985-09-01,Rose
Emily,1980-07-30,Tyler,1995-04-19,Leon,1982-12-07,Emily was born on the day Vanuatu gained independence. Tyler was born on the day the Alfred P. Murrah Federal Building was bombed. Leon was born on the day the first execution by lethal injection took place. The oldest is,1980-07-30,Emily
William,1983-03-23,Peter,1993-01-01,Jason,1995-12-14,William was born on the day Ronald Reagan announced the Strategic Defense Initiative. Peter was born on the day the Velvet Divorce between Czech Republic and Slovakia took place. Jason was born on the day the Dayton Accords were signed. The oldest is,1983-03-23,William
Jack,1993-12-02,Tyler,1992-05-13,Alice,1994-09-28,Jack was born on the day Pablo Escobar was killed. Tyler was born on the day Falun Gong was introduced. Alice was born on the day the MS Estonia sank. The oldest is,1992-05-13,Tyler
Charlie,1989-12-24,Rose,1989-12-25,Luke,1983-12-10,Charlie was born on the day The First Liberian Civil War began. Rose was born on the day the Romanian Revolution ended. Luke was born on the day the dictatorship ended in Argentina. The oldest is,1983-12-10,Luke
